Name,h2,h3,h4,h5,h6,url
"Research postgraduates,Contact & Links","Imperial,Alert,Main Navigation,Department of Earth Science and Engineering,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Ms Maryam A Abdulkarim,Mrs Clara Abu,Mr Qi Adlan,Mr Muhammad Ahsan,Ms Haifa S N Al Salmi,Mr Mutlaq A MS Alarouj,Mr Ahmed Alghuraybi,Mr Mohammed Almaghlouth,Mr Erhamah Alsuwaidi,Miss Isabella L Altoe,Mr Edward P Andrews,Mr Jorge E Avalos Patino,Miss Saira Baharuddin,Miss Evelyn B Baker,Miss Elnaz Barati,Ms Irdawati Binti Lokman,Mrs Habibah Binti Mat Yusoff,Miss Catherine Booth,Mx Alex Brett,Mr Chris Brewer,Mr Sam Brooke-Barnett,Mr Hussam A S Busfar,Miss Shengjuan Cai,Mr Alexander M Campbell,Mr Miles Capper,Mr Edward Caunt,Mr Congying Chen,Mr Xihao Chen,Miss Meiling Cheng,Mr Kajetan M Chrapkiewicz,Miss Mariana C DA Clare,Mr Harry M Collini,Mr Reuben D Cruise,Mr Adam Csicsek,Mr Javier Cudeiro,Miss Harriet L Dawson,Mr Xinyu Dong,Mr Aurio Erdi,Mr Anton K Esmail Yakas,Miss Sian L Evans,Miss Laura Frahm,Mr Euan N Furness,Mr Gaetano Garfi,Mr Luke M Giudici,Miss Zoe L Goss,Ms Maria Gusarevich,Mr Md Hanif,Miss Catrin Harris,Mr Hany F AR Heiba,Miss Zoe V Hodges,Mr Liam E C Holder,Mr Shakhawat Hossain,Mr Felipe A L Huerta Perez,Mr Khairul Amilin Ibrahim,Mrs Lily Y Ip,Mr Amir Joffe,Mr mansour Khelifa,Mr Larry Kostorz,Miss Rita Kounoudis,Mr Lekan Ladipo,Ms Bailey A Lathrop,Mr Yee Lap Leung,Mr Junjun Li,Mr Pei-Zhi Li,Mr Alexander G Lipp,Mr Andrew Little,Mr Ke Lu,Miss Sinead J Lyster,Mr Lucas J Mackie,Mr James W B Marschalek,Dr Joseph D Marsden,Mr Denis Martins Fraga,Miss Rayssa Martins Pimentel,Mr Tom Matthews,Miss Sarah McMullan,Mr Thomas Merry,Miss Ophélie Meuriot,Mr Ernesto Miranda Madrigal,Mr Hamish W A Mitchell,Miss Sara Motaghian,Mr Amin Nadimy,Mr Chetan L Nathwani,Mr Giannis Nikiteas,Mr Tom North,Mr George H R Northover,Mr Geraint W D Northwood,Mr Mahmoud M SD Nourelyamani,Mr Kenechukwu M Nwegbu,Mr Christopher S Ogden,Mr Ikenna C Okwara,Mr Rodolfo Oliveira,Mr Jude C Osamor,Miss Hollie Packman,Miss Sophie Pan,Mr David R Pedreros Bastidas,Ms Deborah Pelacani Cruz,Mr Joe Perkins,Mr Toby Phillips,Mr Harvey J Pickard,Miss Carla J Pont,Contact the Department,Follow,Department of Earth Science and Engineering,Get in touch,Join the department,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/people/a.kavei13, http://www.imperial.ac.uk/earth-science/people/research-postgraduates/"
"Research postgraduates,Contact & Links","Imperial,Alert,Main Navigation,Department of Earth Science and Engineering,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Mr Andrew L Procter,Mr Arjun Kumar K Pukkella,Miss Paulina Quintanilla,Mr Shuaib Rasheed,Mr Kambiz Razminia,Mr David Redpath,Miss Geraldine Regnier,Miss Denny Rigby,Miss Sarah Robinson,Miss Phoebe I Ross,Ms Elin M Rydeblad,Mr Luis E Salinas Farran,Mrs Gabriela S Salomao Martins,Ms Jemimah-Sandra A Samuel,Mr Kartikeya S Sangwan,Miss Alexandra Sarney,Mr William I Scott,Mr Ahmed M M Selem,Miss Jenny Shadrick,Mr Sami Sheyh Husein,Mr Michael J E Sims,Miss Catherine L Spurin,Mr George W Strong,Mr Lior Suchoy,Mr Irfan J Tai,Mr Ethan Tonks,Mr Michael Trapp,Mr Lluis Via-Estrem,Mr John C NW Walding,Ms Adyani Wan Razak,Ms Nele M Wenck,Mr Tim Wigan,Mr Aaron P Wilson,Miss Natalia Wojcicka,Mr Qiang Xu,Miss Minnan Ye,Mr Yue Yu,Ms Zsófia Zalai,Miss Flowra Zhang,Mr Haosen Zhang,Mr Mingrui Zhang,Miss Weilin Zhang,Mr Yu Zhang,Contact the Department,Follow,Department of Earth Science and Engineering,Get in touch,Join the department,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/people/chandra.taposeea07, http://www.imperial.ac.uk/earth-science/people/research-postgraduates/?instanceid=%2fengineering%2fdepartments%2fearth-science%2fpeople%2fresearch-postgraduate&pplist-action=people.html&page=2"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=4"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=6"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=11"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=14"
"People,Contact & Links,,","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information,Summary","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Contact,Location,Summary,Affiliations,Links",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=20, http://www.imperial.ac.uk/people/n.mital"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=20"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=24"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=26"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=27"
"People,Contact & Links","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=27"
"People,Contact & Links,Vidhya Sridha,Contact & Links,Object Moved","Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Key contacts,Research staff by group,Professional, technical and teaching staff,Postgraduate students,About the Department,May 2018,Section Information,Useful Links,College Information,Imperial,Alert,Main Navigation,Department of Electrical and Electronic Engineering,Study,Admissions enquiries,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Electrical and Electronic Engineering,Follow,Research groups,Study,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/electrical-engineering/about/people/?instanceid=%2felectrical-engineering%2fall-staff&pplist-action=people.html&page=27, http://www.imperial.ac.uk/electrical-engineering/study/postgraduate/meet-our-msc-students/vidhya-sridha/, https://www.facebook.com/vidhya.sridhar.52, http://skynet.ee.ic.ac.uk/vsridhar.html"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=11, https://twitter.com/geek_y?lang=en"
"Experimental projects,Contact & Links,PhD Students,Contact & Links","Imperial,Alert,Main Navigation,LFC-UK,Dr Tariq Saeed:  Swept-Wing Transition Experiment,blah,Richard Bosworth:  Boundary Layer Receptivity to Freestream Disturbances,blah,Hari Vemuri - Tollmien-Schlichting wave cancellation by Feedback Control,blah,Research,Contact:,Lead Investigator:,Useful Links,College Information,Latest News,Main Navigation,Search,Department of Aeronautics,Current PhD Students,People,Contact,Study,Opportunities,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,More detail and links to research outputs,More detail and links to research outputs,More detail and links to research outputs,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Section Navigation,Department of Aeronautics,USEFUL LINKS,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/lfc-uk/research/experimental-projects/, http://www.imperial.ac.uk/aeronautics/people/students/"
No data,No data,No data,No data,No data,No data,", http://www.ch.imperial.ac.uk/harrison/Group/group.html"
"PhD Students,Contact & Links","Latest News,Main Navigation,Search,Department of Aeronautics,Current PhD Students,People,Contact,Study,Opportunities,Section Information,Useful Links,College Information","Section Navigation,Department of Aeronautics,USEFUL LINKS,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/aeronautics/people/students/"
Moved Permanently,"Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Cited by,Co-authors",No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/, https://scholar.google.co.uk/citations?user=FG4aPaMAAAAJ&hl=en, http://sherwinlab.ae.ic.ac.uk/author/rheeda-ali/"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/, http://www.imperial.ac.uk/bioengineering/admin/research/student-reprentatives/"
"Vikesh Chandaria,,,@,,,,Vikesh Chandaria,,,,@,,,@,@,Vikesh Chandaria,@,Vikesh Chandaria,@,Vikesh Chandaria,@,,",",,@,Vikesh901,,,Tweets,You blocked,@,Vikesh901,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Saved searches,Vikesh Chandaria followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment",No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/, https://twitter.com/vikesh901?lang=en"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/"
No data,"Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Cited by,Co-authors",No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/, https://scholar.google.co.in/citations?user=7ZitJn8AAAAJ&hl=en"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/bioengineering/people/research-students/"
"Aran Uppal,,,@,,,,Aran Uppal,,,,@,,,@,@,Allison Horst,@,Bobby Friction,@,Nish Kumar,@,Harjap Bhangal,@,Tez,@,Aran Uppal,@,Riz Ahmed,@,Aran Uppal,@,Romesh Ranganathan,@,Harjap Bhangal,@,Press Trust of India,@,Matar Fluids Group,@,Bobby Friction,@,Sunny Hundal,@,Matar Fluids Group,@,Aran Uppal,@,Matar Fluids Group,@,Aran Uppal,@,Armando Iannucci,@,Aran Uppal,@,Jasveer Singh,@,@,@,@,@,@,@,@,Experience Sikhi,@,@,@,@,@,@,@,@,Shere Panjab,@,@,@,@,@,@,@,@,Jasjit Singh,@,@,@,@,@,@,@,@,Arjan Singh Bhullar,@,@,@,@,@,@,@,@,JaspreetSinghNoCaste,@,@,@,@,@,@,@,@,Harvy Mander,@,@,@,@,@,@,@,@,Nishaan,@,@,@,@,@,@,@,@,Chaz Singh,@,Matar Fluids Group,@,,",",,@,aran_uppal,,,Tweets,You blocked,@,aran_uppal,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Saved searches,Aran Uppal followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment",No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=4, https://twitter.com/aran_uppal"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=12"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=12"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=8"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=8"
"Wahyu Meka,,,@,,,,Wahyu Meka,,,,@,,,@,,",",,@,WahyuMeka,,,This account's Tweets are protected.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Saved searches,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment",No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=9, https://twitter.com/wahyumeka?lang=en"
No data,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/phd/?instanceid=%2fchemical-engineering%2fpeople%2fphd&pplist-action=people.html&page=12"
"Research postgraduates,Contact & Links","Imperial,Alert,Main Navigation,Department of Earth Science and Engineering,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Mr Andrew L Procter,Mr Arjun Kumar K Pukkella,Miss Paulina Quintanilla,Mr Shuaib Rasheed,Mr Kambiz Razminia,Mr David Redpath,Miss Geraldine Regnier,Miss Denny Rigby,Miss Sarah Robinson,Miss Phoebe I Ross,Ms Elin M Rydeblad,Mr Luis E Salinas Farran,Mrs Gabriela S Salomao Martins,Ms Jemimah-Sandra A Samuel,Mr Kartikeya S Sangwan,Miss Alexandra Sarney,Mr William I Scott,Mr Ahmed M M Selem,Miss Jenny Shadrick,Mr Sami Sheyh Husein,Mr Michael J E Sims,Miss Catherine L Spurin,Mr George W Strong,Mr Lior Suchoy,Mr Irfan J Tai,Mr Ethan Tonks,Mr Michael Trapp,Mr Lluis Via-Estrem,Mr John C NW Walding,Ms Adyani Wan Razak,Ms Nele M Wenck,Mr Tim Wigan,Mr Aaron P Wilson,Miss Natalia Wojcicka,Mr Qiang Xu,Miss Minnan Ye,Mr Yue Yu,Ms Zsófia Zalai,Miss Flowra Zhang,Mr Haosen Zhang,Mr Mingrui Zhang,Miss Weilin Zhang,Mr Yu Zhang,Contact the Department,Follow,Department of Earth Science and Engineering,Get in touch,Join the department,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/earth-science/people/research-postgraduates/?instanceid=%2fengineering%2fdepartments%2fearth-science%2fpeople%2fresearch-postgraduate&pplist-action=people.html&page=2"
"Research postgraduates,Contact & Links","Imperial,Alert,Main Navigation,Department of Earth Science and Engineering,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Mr Andrew L Procter,Mr Arjun Kumar K Pukkella,Miss Paulina Quintanilla,Mr Shuaib Rasheed,Mr Kambiz Razminia,Mr David Redpath,Miss Geraldine Regnier,Miss Denny Rigby,Miss Sarah Robinson,Miss Phoebe I Ross,Ms Elin M Rydeblad,Mr Luis E Salinas Farran,Mrs Gabriela S Salomao Martins,Ms Jemimah-Sandra A Samuel,Mr Kartikeya S Sangwan,Miss Alexandra Sarney,Mr William I Scott,Mr Ahmed M M Selem,Miss Jenny Shadrick,Mr Sami Sheyh Husein,Mr Michael J E Sims,Miss Catherine L Spurin,Mr George W Strong,Mr Lior Suchoy,Mr Irfan J Tai,Mr Ethan Tonks,Mr Michael Trapp,Mr Lluis Via-Estrem,Mr John C NW Walding,Ms Adyani Wan Razak,Ms Nele M Wenck,Mr Tim Wigan,Mr Aaron P Wilson,Miss Natalia Wojcicka,Mr Qiang Xu,Miss Minnan Ye,Mr Yue Yu,Ms Zsófia Zalai,Miss Flowra Zhang,Mr Haosen Zhang,Mr Mingrui Zhang,Miss Weilin Zhang,Mr Yu Zhang,Contact the Department,Follow,Department of Earth Science and Engineering,Get in touch,Join the department,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/earth-science/people/research-postgraduates/?instanceid=%2fengineering%2fdepartments%2fearth-science%2fpeople%2fresearch-postgraduate&pplist-action=people.html&page=2"
"Research postgraduates,Contact & Links","Imperial,Alert,Main Navigation,Department of Earth Science and Engineering,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Contact the Department,Follow,Department of Earth Science and Engineering,Get in touch,Join the department,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/earth-science/people/research-postgraduates/?instanceid=%2fengineering%2fdepartments%2fearth-science%2fpeople%2fresearch-postgraduate&pplist-action=people.html&page=3"
"Research postgraduates,Contact & Links","Imperial,Alert,Main Navigation,Department of Earth Science and Engineering,People,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Ms Maryam A Abdulkarim,Mrs Clara Abu,Mr Qi Adlan,Mr Muhammad Ahsan,Ms Haifa S N Al Salmi,Mr Mutlaq A MS Alarouj,Mr Ahmed Alghuraybi,Mr Mohammed Almaghlouth,Mr Erhamah Alsuwaidi,Miss Isabella L Altoe,Mr Edward P Andrews,Mr Jorge E Avalos Patino,Miss Saira Baharuddin,Miss Evelyn B Baker,Miss Elnaz Barati,Ms Irdawati Binti Lokman,Mrs Habibah Binti Mat Yusoff,Miss Catherine Booth,Mx Alex Brett,Mr Chris Brewer,Mr Sam Brooke-Barnett,Mr Hussam A S Busfar,Miss Shengjuan Cai,Mr Alexander M Campbell,Mr Miles Capper,Mr Edward Caunt,Mr Congying Chen,Mr Xihao Chen,Miss Meiling Cheng,Mr Kajetan M Chrapkiewicz,Miss Mariana C DA Clare,Mr Harry M Collini,Mr Reuben D Cruise,Mr Adam Csicsek,Mr Javier Cudeiro,Miss Harriet L Dawson,Mr Xinyu Dong,Mr Aurio Erdi,Mr Anton K Esmail Yakas,Miss Sian L Evans,Miss Laura Frahm,Mr Euan N Furness,Mr Gaetano Garfi,Mr Luke M Giudici,Miss Zoe L Goss,Ms Maria Gusarevich,Mr Md Hanif,Miss Catrin Harris,Mr Hany F AR Heiba,Miss Zoe V Hodges,Mr Liam E C Holder,Mr Shakhawat Hossain,Mr Felipe A L Huerta Perez,Mr Khairul Amilin Ibrahim,Mrs Lily Y Ip,Mr Amir Joffe,Mr mansour Khelifa,Mr Larry Kostorz,Miss Rita Kounoudis,Mr Lekan Ladipo,Ms Bailey A Lathrop,Mr Yee Lap Leung,Mr Junjun Li,Mr Pei-Zhi Li,Mr Alexander G Lipp,Mr Andrew Little,Mr Ke Lu,Miss Sinead J Lyster,Mr Lucas J Mackie,Mr James W B Marschalek,Dr Joseph D Marsden,Mr Denis Martins Fraga,Miss Rayssa Martins Pimentel,Mr Tom Matthews,Miss Sarah McMullan,Mr Thomas Merry,Miss Ophélie Meuriot,Mr Ernesto Miranda Madrigal,Mr Hamish W A Mitchell,Miss Sara Motaghian,Mr Amin Nadimy,Mr Chetan L Nathwani,Mr Giannis Nikiteas,Mr Tom North,Mr George H R Northover,Mr Geraint W D Northwood,Mr Mahmoud M SD Nourelyamani,Mr Kenechukwu M Nwegbu,Mr Christopher S Ogden,Mr Ikenna C Okwara,Mr Rodolfo Oliveira,Mr Jude C Osamor,Miss Hollie Packman,Miss Sophie Pan,Mr David R Pedreros Bastidas,Ms Deborah Pelacani Cruz,Mr Joe Perkins,Mr Toby Phillips,Mr Harvey J Pickard,Miss Carla J Pont,Contact the Department,Follow,Department of Earth Science and Engineering,Get in touch,Join the department,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/earth-science/people/research-postgraduates/?instanceid=%2fengineering%2fdepartments%2fearth-science%2fpeople%2fresearch-postgraduate&pplist-action=people.html&page=1"
No data,No data,No data,No data,No data,No data,
